season,date,home_team,away_team,home_score,away_score,match_result,match_result_numeric,home_elo,away_elo,home_form_score,away_form_score,home_goal_difference,away_goal_difference,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_goal_diff,last10_h2h_home_wins,last10_h2h_away_wins,last10_h2h_draws,last100_h2h_goal_diff,last10_h2h_goal_diff,home_team_home_win_pct,away_team_away_win_pct,elo_difference
2000-2001,2001-03-11,FC Utrecht,Vitesse,0,0,draw,0,1111.6089565055868,1168.4971070013526,14.799999999999999,2.6,2,-6,9,4,2,11,5,3,2,0,1.0,0.5882352941176471,0.4117647058823529,-56.888150495765785
2000-2001,2001-03-11,FC Groningen,Ajax,3,3,draw,0,1055.2741649755517,1221.6926810051584,6.3999999999999995,18.4,-2,9,3,15,3,-30,0,9,1,0,-18.0,0.4117647058823529,0.29411764705882354,-166.41851602960674
2000-2001,2001-03-11,Willem II,Feyenoord,3,1,home_win,1,1114.4257025556767,1273.8111675433813,10.4,10.0,2,2,6,15,5,-23,5,4,1,0,0.0,0.47058823529411764,0.5294117647058824,-159.3854649877046
2000-2001,2001-03-16,RBC Roosendaal,Vitesse,0,3,away_win,-1,900.5854925455599,1165.9004746286062,0.0,4.2,-8,-4,0,0,0,0,0,0,0,0,0.0,0.16666666666666666,0.4117647058823529,-265.3149820830463
2000-2001,2001-03-17,AZ,Fortuna Sittard,0,2,away_win,-1,1059.3309913718908,980.5250503161342,6.000000000000001,5.0,-6,-4,3,2,5,1,3,2,5,0,1.0,0.5294117647058824,0.17647058823529413,78.80594105575665
2000-2001,2001-03-17,NAC Breda,SC Heerenveen,2,2,draw,0,1037.2957257158826,1150.902643697586,4.199999999999999,16.0,-2,7,2,2,2,7,2,2,2,0,7.0,0.29411764705882354,0.4117647058823529,-113.60691798170342
2000-2001,2001-03-17,Roda JC,De Graafschap,3,1,home_win,1,1175.975021372773,928.5769232991256,16.0,6.800000000000001,4,-8,7,3,1,14,6,3,1,0,10.0,0.6470588235294118,0.11764705882352941,247.39809807364736
2000-2001,2001-03-18,Ajax,Sparta Rotterdam,9,0,home_win,1,1214.5657183448013,980.1042135323687,15.6,8.0,7,5,31,5,8,88,10,0,0,0,37.0,0.8235294117647058,0.17647058823529413,234.46150481243262
2000-2001,2001-03-18,Feyenoord,FC Twente,5,1,home_win,1,1250.9461523869904,1087.8628239735385,12.0,6.799999999999999,1,-5,18,6,10,37,4,1,5,0,2.0,0.7058823529411765,0.11764705882352941,163.0833284134519
2000-2001,2001-03-18,NEC,FC Groningen,1,0,home_win,1,1034.8061040128894,1062.4011276359088,5.8,8.4,-3,1,3,3,7,-2,2,3,5,0,-5.0,0.35294117647058826,0.17647058823529413,-27.595023623019415
2000-2001,2001-03-18,PSV,FC Utrecht,5,1,home_win,1,1370.2679586857882,1114.2055888783332,19.6,11.4,6,1,24,1,5,78,9,0,1,0,27.0,0.7058823529411765,0.35294117647058826,256.06236980745507
2000-2001,2001-03-18,RKC Waalwijk,Willem II,3,2,home_win,1,1122.3778659053241,1137.2907177120676,16.0,8.2,6,1,5,4,3,0,4,4,2,0,-2.0,0.47058823529411764,0.23529411764705882,-14.912851806743447
2000-2001,2001-03-31,Willem II,Roda JC,1,1,draw,0,1120.6043769489736,1182.1834599632634,9.799999999999999,14.8,2,5,7,9,7,-3,2,6,2,0,-7.0,0.47058823529411764,0.35294117647058826,-61.579083014289836
2000-2001,2001-03-31,SC Heerenveen,RBC Roosendaal,2,0,home_win,1,1145.8496698567205,894.8769287865175,12.8,0.0,6,-8,0,0,0,0,0,0,0,0,0.0,0.47058823529411764,0.16666666666666666,250.97274107020303
2000-2001,2001-03-31,AZ,De Graafschap,0,1,away_win,-1,1039.7628265765482,922.3684847086353,7.4,6.0,-5,-10,6,2,0,17,6,2,0,0,17.0,0.47058823529411764,0.058823529411764705,117.39434186791289
2000-2001,2001-03-31,NAC Breda,Fortuna Sittard,1,0,home_win,1,1042.348699556748,1000.0932151114769,6.0,6.6,-1,-2,6,6,5,-2,4,2,4,0,5.0,0.29411764705882354,0.17647058823529413,42.25548444527112
2000-2001,2001-03-31,PSV,FC Twente,2,1,home_win,1,1376.2306258776403,1078.8661450688055,19.2,8.0,9,-7,20,2,12,55,8,0,2,0,20.0,0.7058823529411765,0.058823529411764705,297.36448080883474
2000-2001,2001-04-01,RKC Waalwijk,Feyenoord,2,0,home_win,1,1139.0642066684181,1259.9428312917235,14.8,10.4,4,2,4,4,4,-2,3,4,3,0,-5.0,0.5294117647058824,0.5294117647058824,-120.87862462330531
2000-2001,2001-04-01,FC Groningen,Vitesse,0,1,away_win,-1,1045.1329953045445,1171.6090383876485,10.2,5.6,1,-1,5,2,3,6,5,2,3,0,6.0,0.35294117647058826,0.47058823529411764,-126.47604308310406
2000-2001,2001-04-01,NEC,Ajax,1,0,home_win,1,1052.0742363442537,1221.1553025199726,7.6,19.2,-2,16,1,16,7,-41,1,7,2,0,-24.0,0.4117647058823529,0.29411764705882354,-169.0810661757189
2000-2001,2001-04-01,Sparta Rotterdam,FC Utrecht,0,1,away_win,-1,973.5146293571976,1108.2429216864812,9.399999999999999,11.399999999999999,-3,-3,21,5,4,44,7,2,1,0,13.0,0.29411764705882354,0.29411764705882354,-134.7282923292836
2000-2001,2001-04-06,FC Utrecht,AZ,1,0,home_win,1,1118.331815844558,1018.5533760903198,9.200000000000001,1.6,-4,-7,11,3,6,7,4,2,4,0,-1.0,0.5294117647058824,0.11764705882352941,99.7784397542381
2000-2001,2001-04-07,Vitesse,Willem II,1,2,away_win,-1,1182.0289350556736,1123.4108724965574,9.6,10.0,3,2,10,1,1,18,8,1,1,0,14.0,0.6470588235294118,0.23529411764705882,58.6180625591162
2000-2001,2001-04-07,SC Heerenveen,NEC,5,0,home_win,1,1151.9557892123541,1075.2991493526133,16.0,9.6,8,-1,4,1,2,4,4,1,2,0,4.0,0.47058823529411764,0.11764705882352941,76.65663985974084
2000-2001,2001-04-07,De Graafschap,RBC Roosendaal,2,2,draw,0,943.5779351948636,888.7708094308839,3.0,0.0,-10,-9,0,0,0,0,0,0,0,0,0.0,0.35294117647058826,0.15384615384615385,54.807125763979684
2000-2001,2001-04-07,FC Twente,RKC Waalwijk,1,1,draw,0,1073.9722379741129,1160.4166327208627,7.4,18.4,-8,6,6,2,4,12,5,1,4,0,7.0,0.5294117647058824,0.29411764705882354,-86.44439474674982
2000-2001,2001-04-08,Ajax,PSV,0,1,away_win,-1,1197.930389511613,1381.1245329723329,15.8,18.8,12,7,25,13,6,33,4,4,2,0,0.0,0.8235294117647058,0.8235294117647058,-183.19414346071994
2000-2001,2001-04-08,FC Groningen,Roda JC,1,3,away_win,-1,1034.7130986365194,1179.3769644156796,5.0,16.4,-2,5,6,6,7,1,2,4,4,0,-3.0,0.35294117647058826,0.35294117647058826,-144.66386577916023
2000-2001,2001-04-08,NAC Breda,Feyenoord,1,0,home_win,1,1056.4123007156622,1238.5904052392789,7.8,5.199999999999999,0,-1,8,19,6,-25,0,10,0,0,-15.0,0.35294117647058826,0.5294117647058824,-182.17810452361664
2000-2001,2001-04-08,Sparta Rotterdam,Fortuna Sittard,0,2,away_win,-1,963.4257351991208,986.0296139525626,11.0,7.799999999999999,-3,0,13,2,13,28,5,2,3,0,9.0,0.23529411764705882,0.11764705882352941,-22.60387875344179
2000-2001,2001-04-13,Fortuna Sittard,NEC,2,0,home_win,1,1000.9901330567538,1062.7731290155712,12.0,11.399999999999999,3,-3,3,3,4,0,3,3,4,0,0.0,0.29411764705882354,0.11764705882352941,-61.78299595881731
2000-2001,2001-04-14,RBC Roosendaal,Sparta Rotterdam,1,3,away_win,-1,891.2740414838055,948.4652160949295,1.0,10.8,-8,-5,0,0,0,0,0,0,0,0,0.0,0.15384615384615385,0.11764705882352941,-57.191174611123984
2000-2001,2001-04-14,RKC Waalwijk,SC Heerenveen,1,1,draw,0,1156.5158828371916,1164.4818095493963,15.6,14.8,5,8,1,4,3,-6,1,4,3,0,-6.0,0.5882352941176471,0.35294117647058826,-7.965926712204691
2000-2001,2001-04-14,AZ,FC Groningen,2,0,home_win,1,1007.026051854853,1025.0150680202637,2.0,3.6,-6,-4,4,2,5,6,4,2,4,0,6.0,0.4117647058823529,0.11764705882352941,-17.989016165410703
2000-2001,2001-04-15,Feyenoord,De Graafschap,1,2,away_win,-1,1214.8935902726337,941.074703141942,6.199999999999999,4.6,-1,-8,10,0,1,31,9,0,1,0,29.0,0.7647058823529411,0.11764705882352941,273.8188871306917
2000-2001,2001-04-15,Vitesse,PSV,0,0,draw,0,1163.3547987744832,1389.3918060547526,11.399999999999999,18.4,3,7,2,6,7,-11,2,4,4,0,-7.0,0.5882352941176471,0.8235294117647058,-226.03700728026934
2000-2001,2001-04-16,FC Twente,FC Utrecht,0,0,draw,0,1077.872987857784,1129.8591400800246,2.6,14.2,-9,-1,18,6,5,34,6,2,2,0,10.0,0.47058823529411764,0.29411764705882354,-51.98615222224066
2000-2001,2001-04-16,Roda JC,Ajax,1,1,draw,0,1189.0749950319353,1189.6631164291932,15.2,11.799999999999999,5,9,8,13,12,-7,2,4,4,0,-3.0,0.6470588235294118,0.29411764705882354,-0.5881213972579644
2000-2001,2001-04-16,Willem II,NAC Breda,1,3,away_win,-1,1142.0850087777478,1080.1091156823074,15.0,10.0,8,1,9,6,2,4,8,1,1,0,12.0,0.47058823529411764,0.23529411764705882,61.97589309544037
2000-2001,2001-04-20,FC Utrecht,Willem II,1,0,home_win,1,1127.4827972060389,1123.2608052398423,10.799999999999999,11.0,-2,0,7,3,8,7,3,1,6,0,3.0,0.5882352941176471,0.29411764705882354,4.221991966196583
2000-2001,2001-04-20,PSV,RKC Waalwijk,3,1,home_win,1,1380.2387681928542,1156.8826630513786,15.6,17.2,6,5,8,1,3,29,6,1,3,0,22.0,0.7058823529411765,0.29411764705882354,223.3561051414756
2000-2001,2001-04-21,Roda JC,Sparta Rotterdam,1,0,home_win,1,1189.1020789973104,961.8549984116909,16.8,9.0,5,-6,15,4,14,29,7,1,2,0,14.0,0.5882352941176471,0.17647058823529413,227.24708058561953
2000-2001,2001-04-21,SC Heerenveen,Fortuna Sittard,6,1,home_win,1,1164.1150293352093,1019.805729283449,16.4,17.4,8,6,3,1,2,8,3,1,2,0,8.0,0.47058823529411764,0.17647058823529413,144.30930005176037
2000-2001,2001-04-21,NAC Breda,AZ,0,0,draw,0,1098.933319220213,1023.8537371735193,12.399999999999999,3.0,3,-4,6,7,5,4,2,5,3,0,-7.0,0.4117647058823529,0.11764705882352941,75.07958204669364
2000-2001,2001-04-21,Feyenoord,NEC,3,0,home_win,1,1188.3761605646876,1043.957532788876,4.800000000000001,11.0,-2,-5,17,1,6,26,8,1,1,0,7.0,0.7647058823529411,0.11764705882352941,144.4186277758115
2000-2001,2001-04-21,FC Groningen,RBC Roosendaal,2,0,home_win,1,1008.1873827015974,877.8842591670441,2.0,1.2,-6,-8,0,0,0,0,0,0,0,0,0.0,0.35294117647058826,0.14285714285714285,130.30312353455327
2000-2001,2001-04-21,De Graafschap,FC Twente,4,0,home_win,1,967.5921328498881,1080.2493307317698,8.399999999999999,4.2,-1,-5,1,6,4,-13,1,6,3,0,-13.0,0.29411764705882354,0.058823529411764705,-112.65719788188164
2000-2001,2001-04-27,Ajax,NAC Breda,1,0,home_win,1,1189.636032463818,1095.5286097513078,7.800000000000001,15.6,7,4,29,1,3,83,9,0,1,0,23.0,0.8235294117647058,0.29411764705882354,94.10742271251024
2000-2001,2001-04-28,FC Twente,AZ,1,0,home_win,1,1059.235764941261,1027.2584466424246,2.5999999999999996,4.6,-9,-2,12,5,4,10,6,2,2,0,4.0,0.4117647058823529,0.11764705882352941,31.977318298836508
2000-2001,2001-04-28,Fortuna Sittard,FC Groningen,1,1,draw,0,1010.0938978853483,1018.4530711428127,13.799999999999999,3.0,0,-4,3,1,10,4,2,1,7,0,3.0,0.29411764705882354,0.11764705882352941,-8.359173257464477
2000-2001,2001-04-28,Sparta Rotterdam,SC Heerenveen,1,3,away_win,-1,955.0454507419125,1173.82686073331,3.5999999999999996,15.2,-11,12,6,2,0,7,6,2,0,0,7.0,0.23529411764705882,0.35294117647058826,-218.78140999139748
2000-2001,2001-04-28,Vitesse,De Graafschap,2,1,home_win,1,1172.5078366363816,988.6056986403967,12.0,12.8,3,4,5,1,0,7,5,1,0,0,7.0,0.5294117647058824,0.17647058823529413,183.90213799598496
2000-2001,2001-04-28,Willem II,PSV,1,1,draw,0,1107.4552255853348,1387.1691536951737,5.799999999999999,19.2,-3,8,6,15,5,-26,4,3,3,0,0.0,0.47058823529411764,0.8235294117647058,-279.7139281098389
2000-2001,2001-04-29,Roda JC,Feyenoord,1,0,home_win,1,1195.9116266670887,1198.083735411946,16.0,9.0,5,3,14,7,12,5,4,2,4,0,6.0,0.6470588235294118,0.47058823529411764,-2.172108744857269
2000-2001,2001-04-29,NEC,RKC Waalwijk,5,1,home_win,1,1034.2499579416176,1149.952277549059,10.8,13.4,-8,1,5,1,2,6,5,1,2,0,6.0,0.4117647058823529,0.29411764705882354,-115.7023196074415
2000-2001,2001-04-29,RBC Roosendaal,FC Utrecht,1,2,away_win,-1,867.6185707258287,1143.2883768605464,1.4,13.2,-9,-1,0,0,0,0,0,0,0,0,0.0,0.14285714285714285,0.29411764705882354,-275.66980613471765
2000-2001,2001-05-02,SC Heerenveen,FC Utrecht,1,2,away_win,-1,1180.901292254763,1148.722709465234,18.8,18.8,14,4,7,0,1,9,7,0,1,0,9.0,0.47058823529411764,0.35294117647058826,32.178582789528946
2000-2001,2001-05-03,RKC Waalwijk,Ajax,2,2,draw,0,1128.812597350059,1201.4051906056952,9.0,10.2,-4,8,1,7,4,-18,0,6,4,0,-17.0,0.5882352941176471,0.29411764705882354,-72.5925932556363
2000-2001,2001-05-05,AZ,Willem II,2,3,away_win,-1,1012.7269124451752,1118.1251132090788,5.3999999999999995,7.800000000000001,-1,-2,5,1,4,11,5,1,4,0,11.0,0.4117647058823529,0.23529411764705882,-105.39820076390356
2000-2001,2001-05-05,FC Twente,RBC Roosendaal,4,1,home_win,1,1073.7672991385105,862.1842381211412,6.0,1.6,-4,-7,0,0,0,0,0,0,0,0,0.0,0.47058823529411764,0.13333333333333333,211.58306101736923
2000-2001,2001-05-05,Vitesse,Roda JC,1,1,draw,0,1180.750145530671,1212.0116546682061,15.0,14.8,4,4,5,4,5,4,4,3,3,0,5.0,0.5294117647058824,0.4117647058823529,-31.261509137535086
2000-2001,2001-05-06,NAC Breda,FC Utrecht,0,0,draw,0,1083.7594516094307,1166.2003652777346,16.2,18.4,3,4,9,7,4,5,6,2,2,0,7.0,0.4117647058823529,0.35294117647058826,-82.44091366830389
2000-2001,2001-05-06,Feyenoord,Fortuna Sittard,2,3,away_win,-1,1181.9837074108286,1010.4787777782312,3.5999999999999996,10.0,-2,-2,20,2,6,55,6,2,2,0,9.0,0.8235294117647058,0.17647058823529413,171.5049296325974
2000-2001,2001-05-06,PSV,SC Heerenveen,3,0,home_win,1,1376.4992660714297,1163.4236364422623,16.8,15.399999999999999,4,11,4,3,1,7,4,3,1,0,7.0,0.7058823529411765,0.35294117647058826,213.07562962916745
2000-2001,2001-05-06,De Graafschap,NEC,2,1,home_win,1,980.3633897461071,1055.3896381406178,15.399999999999999,9.0,5,-5,6,2,1,9,6,2,1,0,9.0,0.29411764705882354,0.11764705882352941,-75.02624839451062
2000-2001,2001-05-06,FC Groningen,Sparta Rotterdam,1,1,draw,0,1018.0681912499298,947.9710192204597,4.6,4.199999999999999,-3,-4,9,5,7,16,5,3,2,0,9.0,0.4117647058823529,0.17647058823529413,70.09717202947013
2000-2001,2001-05-11,Fortuna Sittard,FC Twente,0,2,away_win,-1,1033.792272970407,1081.072703592006,15.0,10.2,0,0,8,5,5,3,2,3,5,0,-3.0,0.29411764705882354,0.058823529411764705,-47.28043062159895
2000-2001,2001-05-11,RBC Roosendaal,PSV,1,2,away_win,-1,854.8788336676457,1383.7563456351522,2.0,16.0,-8,6,0,0,0,0,0,0,0,0,0.0,0.13333333333333333,0.7647058823529411,-528.8775119675065
2000-2001,2001-05-12,De Graafschap,RKC Waalwijk,0,1,away_win,-1,999.765754248954,1132.1077979033844,14.0,4.6,5,-6,3,0,3,4,3,0,3,0,4.0,0.35294117647058826,0.23529411764705882,-132.34204365443043
2000-2001,2001-05-12,SC Heerenveen,Vitesse,0,0,draw,0,1156.1665568785397,1182.1859186388347,11.0,12.0,3,1,4,3,1,1,4,3,1,0,1.0,0.4117647058823529,0.47058823529411764,-26.01936176029494
2000-2001,2001-05-12,Willem II,FC Groningen,3,0,home_win,1,1129.4149559864866,1014.8831959015416,10.2,6.3999999999999995,-1,-2,8,3,4,18,6,2,2,0,14.0,0.47058823529411764,0.11764705882352941,114.53176008494495
2000-2001,2001-05-13,Ajax,Feyenoord,3,4,away_win,-1,1198.1099900523698,1158.6702122186528,6.0,4.199999999999999,-1,-1,24,9,11,52,8,0,2,0,25.0,0.8235294117647058,0.47058823529411764,39.43977783371702
2000-2001,2001-05-13,FC Utrecht,Roda JC,3,0,home_win,1,1162.4735051036905,1210.5758815600425,15.6,16.4,3,4,13,11,3,3,4,4,2,0,-2.0,0.5882352941176471,0.4117647058823529,-48.102376456351976
2000-2001,2001-05-13,NEC,NAC Breda,0,2,away_win,-1,1035.987273637771,1087.4863117834748,3.5999999999999996,13.200000000000001,-7,2,5,5,10,-2,2,3,5,0,-2.0,0.47058823529411764,0.29411764705882354,-51.49903814570371
2000-2001,2001-05-13,Sparta Rotterdam,AZ,0,3,away_win,-1,951.1560145688478,1001.4370696677673,5.800000000000001,6.200000000000001,-3,-1,5,5,13,0,1,3,6,0,-2.0,0.23529411764705882,0.11764705882352941,-50.28105509891952
2000-2001,2001-05-17,Ajax,Vitesse,1,2,away_win,-1,1180.3014826782016,1180.9899178259138,7.0,8.0,-1,0,13,2,0,48,8,2,0,0,25.0,0.7647058823529411,0.4117647058823529,-0.6884351477121982
2000-2001,2001-05-20,AZ,SC Heerenveen,2,2,draw,0,1015.1375727133288,1157.3625576914606,10.6,11.8,3,3,0,3,0,-5,0,3,0,0,-5.0,0.35294117647058826,0.29411764705882354,-142.22498497813172
2000-2001,2001-05-20,FC Groningen,RKC Waalwijk,1,2,away_win,-1,1003.9744801659119,1142.291823884242,7.4,6.2,-3,-5,4,4,2,3,4,4,2,0,3.0,0.4117647058823529,0.29411764705882354,-138.31734371833
2000-2001,2001-05-20,FC Twente,Ajax,1,3,away_win,-1,1094.9087011205513,1164.333186246882,12.799999999999999,8.200000000000001,2,-1,12,13,9,-6,3,4,3,0,-2.0,0.5294117647058824,0.29411764705882354,-69.42448512633064
2000-2001,2001-05-20,Feyenoord,FC Utrecht,2,2,draw,0,1176.4787195928209,1180.6746552125712,7.800000000000001,19.2,1,6,19,2,9,39,5,1,4,0,10.0,0.7647058823529411,0.35294117647058826,-4.195935619750344
2000-2001,2001-05-20,NAC Breda,Sparta Rotterdam,2,0,home_win,1,1101.1319110679879,937.4555115232863,11.799999999999999,7.2,3,-4,13,11,9,10,4,5,1,0,5.0,0.35294117647058826,0.11764705882352941,163.67639954470155
2000-2001,2001-05-20,PSV,De Graafschap,3,2,home_win,1,1385.2109726621698,989.5817282680964,14.8,14.4,6,4,7,0,4,34,6,0,4,0,31.0,0.7058823529411765,0.17647058823529413,395.62924439407334
2000-2001,2001-05-20,Roda JC,NEC,4,1,home_win,1,1192.3747314511618,1022.3416743532579,12.2,4.199999999999999,-1,-4,12,2,4,26,7,1,2,0,17.0,0.6470588235294118,0.11764705882352941,170.0330570979039
2000-2001,2001-05-20,Vitesse,Fortuna Sittard,3,0,home_win,1,1196.9582142572335,1019.9562754418619,12.4,11.0,2,-4,4,3,2,8,4,3,2,0,8.0,0.47058823529411764,0.17647058823529413,177.00193881537166
2000-2001,2001-05-20,Willem II,RBC Roosendaal,3,0,home_win,1,1140.3236717221162,853.4242066406282,8.0,0.0,1,-9,0,0,0,0,0,0,0,0,0.0,0.47058823529411764,0.125,286.89946508148796
2000-2001,2001-05-27,Sparta Rotterdam,Vitesse,2,2,draw,0,928.4808954108163,1205.4459177960073,1.4,15.6,-8,5,5,4,6,8,2,3,5,0,0.0,0.23529411764705882,0.47058823529411764,-276.965022385191
2000-2001,2001-05-27,SC Heerenveen,FC Twente,1,1,draw,0,1151.1557403977142,1082.0639342004442,8.2,12.6,-2,0,2,3,3,-4,2,3,3,0,-4.0,0.35294117647058826,0.11764705882352941,69.09180619726999
2000-2001,2001-05-27,RKC Waalwijk,Roda JC,3,2,home_win,1,1152.2385429294216,1201.1149601630054,8.0,15.200000000000001,-4,2,4,4,4,1,3,3,4,0,2.0,0.5882352941176471,0.4117647058823529,-48.87641723358388
2000-2001,2001-05-27,Ajax,AZ,5,1,home_win,1,1177.177953166989,1021.344390007075,10.6,6.6,1,1,20,1,2,53,10,0,0,0,25.0,0.7058823529411765,0.17647058823529413,155.83356315991398
2000-2001,2001-05-27,NEC,PSV,2,4,away_win,-1,1013.6014456414143,1388.187291067326,4.800000000000001,18.4,-5,7,4,10,10,-21,1,6,3,0,-19.0,0.4117647058823529,0.7647058823529411,-374.58584542591166
2000-2001,2001-05-27,FC Utrecht,FC Groningen,6,0,home_win,1,1180.4814346300927,994.0277611207322,16.8,9.0,5,-2,13,3,5,17,7,2,1,0,9.0,0.6470588235294118,0.11764705882352941,186.45367350936056
2000-2001,2001-05-27,RBC Roosendaal,Feyenoord,0,1,away_win,-1,848.2753169659268,1176.6719401752994,0.0,10.6,-10,2,0,0,0,0,0,0,0,0,0.0,0.125,0.47058823529411764,-328.3966232093726
2000-2001,2001-05-31,De Graafschap,NAC Breda,1,1,draw,0,986.6054098629402,1110.1065271804578,10.2,10.0,2,3,3,2,4,3,3,2,4,0,3.0,0.35294117647058826,0.35294117647058826,-123.50111731751758
2000-2001,2001-05-31,Fortuna Sittard,Willem II,4,1,home_win,1,1011.4685719030881,1145.4725613968176,5.799999999999999,12.399999999999999,-9,6,9,5,7,12,5,2,3,0,8.0,0.23529411764705882,0.29411764705882354,-134.00398949372948
2001-2002,2001-08-17,FC Twente,RKC Waalwijk,1,0,home_win,1,1085.204439864015,1170.4746535254317,16.0,12.399999999999999,4,-1,6,2,5,12,5,1,4,0,7.0,0.47058823529411764,0.35294117647058826,-85.27021366141662
2001-2002,2001-08-18,NAC Breda,FC Utrecht,1,0,home_win,1,1104.6471182109142,1188.6341845703103,10.399999999999999,16.0,3,10,9,7,5,5,6,1,3,0,10.0,0.4117647058823529,0.35294117647058826,-83.98706635939607
2001-2002,2001-08-18,FC Groningen,PSV,2,2,draw,0,985.8750111805147,1391.507129717108,3.6,17.6,-10,7,6,11,5,-7,3,5,2,0,-2.0,0.35294117647058826,0.7647058823529411,-405.63211853659334
2001-2002,2001-08-18,De Graafschap,AZ,3,0,home_win,1,992.0648188324838,1012.075363446991,5.800000000000001,5.3999999999999995,-2,-3,2,4,3,-8,2,4,3,0,-8.0,0.35294117647058826,0.17647058823529413,-20.01054461450724
2001-2002,2001-08-18,FC Den Bosch,SC Heerenveen,0,0,draw,0,969.6603412372614,1148.0152347341434,7.8,3.5999999999999996,5,-4,0,1,0,-2,0,1,0,0,-2.0,0.17647058823529413,0.29411764705882354,-178.35489349688203
2001-2002,2001-08-19,Ajax,Roda JC,1,1,draw,0,1186.446979727073,1182.8788495669953,8.6,11.2,4,0,25,4,5,57,8,1,1,0,16.0,0.7058823529411765,0.35294117647058826,3.5681301600777715
2001-2002,2001-08-19,Feyenoord,Sparta Rotterdam,5,0,home_win,1,1180.870293303121,939.0801168702606,8.399999999999999,2.6,0,-7,26,9,10,49,7,1,2,0,18.0,0.7647058823529411,0.11764705882352941,241.79017643286033
2001-2002,2001-08-19,Fortuna Sittard,Vitesse,0,0,draw,0,1033.3508528487412,1194.8466963365631,9.8,12.399999999999999,-1,4,0,6,4,-20,0,6,4,0,-20.0,0.29411764705882354,0.4117647058823529,-161.49584348782196
2001-2002,2001-08-19,Willem II,NEC,3,1,home_win,1,1123.5902804511645,1010.2816069916322,14.6,6.0,4,-4,6,4,3,6,5,4,1,0,5.0,0.5294117647058824,0.11764705882352941,113.30867345953232
2001-2002,2001-08-21,NAC Breda,FC Twente,3,3,draw,0,1124.4412479993196,1105.0542888999996,15.2,15.0,5,4,13,6,6,13,6,1,3,0,8.0,0.47058823529411764,0.11764705882352941,19.386959099319938
2001-2002,2001-08-22,Vitesse,AZ,1,0,home_win,1,1187.902593345576,995.1548614114092,13.2,6.200000000000001,4,-5,2,4,1,-3,2,4,1,0,-3.0,0.5294117647058824,0.17647058823529413,192.74773193416672
2001-2002,2001-08-22,Sparta Rotterdam,FC Utrecht,3,1,home_win,1,932.708545668988,1168.8400547819049,3.2,11.8,-10,8,21,6,4,43,6,3,1,0,9.0,0.23529411764705882,0.35294117647058826,-236.1315091129169
2001-2002,2001-08-22,Roda JC,Feyenoord,0,2,away_win,-1,1183.0431622566275,1187.2418645043933,7.199999999999999,12.8,-1,6,15,7,12,6,5,2,3,0,7.0,0.6470588235294118,0.47058823529411764,-4.198702247765823
2001-2002,2001-08-22,Fortuna Sittard,De Graafschap,2,1,home_win,1,1040.2949558397283,1008.9853208680655,10.6,10.2,-1,2,3,1,3,1,3,1,3,0,1.0,0.29411764705882354,0.17647058823529413,31.30963497166283
2001-2002,2001-08-22,NEC,RKC Waalwijk,1,0,home_win,1,999.322212662472,1150.6248044894471,0.0,14.6,-10,2,6,1,2,10,6,1,2,0,10.0,0.4117647058823529,0.29411764705882354,-151.30259182697512
2001-2002,2001-08-22,PSV,FC Den Bosch,3,2,home_win,1,1378.3316085613149,977.2211194952861,19.6,8.0,7,5,8,0,1,35,8,0,1,0,35.0,0.7058823529411765,0.058823529411764705,401.1104890660288
2001-2002,2001-08-22,FC Groningen,Willem II,1,0,home_win,1,999.0505323363079,1134.5496747803247,3.0,18.0,-10,6,9,2,5,13,5,0,5,0,12.0,0.35294117647058826,0.29411764705882354,-135.4991424440168
2001-2002,2001-08-24,SC Heerenveen,NAC Breda,5,0,home_win,1,1140.4544564761188,1123.5493710132062,5.199999999999999,16.8,-3,5,4,2,1,2,4,2,1,0,2.0,0.35294117647058826,0.35294117647058826,16.905085462912666
2001-2002,2001-08-25,AZ,Sparta Rotterdam,3,0,home_win,1,987.2202790414689,958.1691222089241,7.6,4.4,-5,-8,9,8,7,9,2,6,2,0,-2.0,0.35294117647058826,0.11764705882352941,29.051156832544734
2001-2002,2001-08-25,De Graafschap,NEC,1,1,draw,0,994.4232923788488,1021.8805173927482,5.0,3.0,0,-8,7,2,1,10,7,2,1,0,10.0,0.35294117647058826,0.058823529411764705,-27.457225013899347
2001-2002,2001-08-25,FC Twente,Roda JC,3,0,home_win,1,1105.946165886113,1167.2365102284414,12.0,6.000000000000001,1,-3,12,8,7,5,3,4,3,0,-1.0,0.5294117647058824,0.35294117647058826,-61.29034434232835
2001-2002,2001-08-25,Vitesse,FC Utrecht,1,0,home_win,1,1195.8371757155164,1143.3794782419689,16.4,11.799999999999999,5,6,13,0,3,22,8,0,2,0,14.0,0.5294117647058824,0.29411764705882354,52.45769747354757
2001-2002,2001-08-25,Willem II,PSV,3,1,home_win,1,1112.6079403505198,1381.2238378669272,14.4,19.2,4,5,6,15,6,-26,4,2,4,0,2.0,0.5294117647058824,0.7647058823529411,-268.61589751640736
2001-2002,2001-08-26,RKC Waalwijk,FC Groningen,4,0,home_win,1,1128.066499759171,1020.9922667661128,15.0,4.2,1,-9,3,3,5,2,2,3,5,0,1.0,0.5882352941176471,0.11764705882352941,107.0742329930581
